BCV	text	func_morph	form_morph	strongs	lemma	normalized
John 19:31	κατεαγῶσιν	V-2APS-3P	V-2APS-3P	2608&5652	κατάγνυμι	κατεαγῶσιν	
John 19:31	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
John 19:31	τὰ	T-NPN	T-NPN	3588	ὁ	τά	
John 19:31	σκέλη	N-NPN	N-NPN	4628	σκέλος	σκέλη	
John 19:31	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:31	ἀρθῶσιν.	V-APS-3P	V-APS-3P	142&5686	αἴρω	ἀρθῶσιν	
John 19:32	ἦλθον	V-2AAI-3P	V-2AAI-3P	2064&5627	ἔρχομαι	ἦλθον	
John 19:32	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 19:32	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
John 19:32	στρατιῶται,	N-NPM	N-NPM	4757	στρατιώτης	στρατιῶται	
John 19:32	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:32	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 19:32	μὲν	PRT	PRT	3303	μέν	μέν	
John 19:32	πρώτου	A-GSM-S	A-GSM-S	4413	πρῶτος	πρώτου	
John 19:32	κατέαξαν	V-AAI-3P	V-AAI-3P	2608&5656	κατάγνυμι	κατέαξαν	
John 19:32	τὰ	T-APN	T-APN	3588	ὁ	τά	
John 19:32	σκέλη	N-APN	N-APN	4628	σκέλος	σκέλη	
John 19:32	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:32	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 19:32	ἄλλου	A-GSM	A-GSM	243	ἄλλος	ἄλλου	
John 19:32	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 19:32	συνσταυρωθέντος	V-APP-GSM	V-APP-GSM	4957&5685	συσταυρόω	συνσταυρωθέντος	
John 19:32	αὐτῷ·	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
John 19:33	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
John 19:33	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 19:33	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 19:33	Ἰησοῦν	N-ASM	N-ASM	2424	Ἰησοῦς	Ἰησοῦν	
John 19:33	ἐλθόντες,	V-2AAP-NPM	V-2AAP-NPM	2064&5631	ἔρχομαι	ἐλθόντες	
John 19:33	ὡς	ADV	ADV	5613	ὡς	ὡς	
John 19:33	εἶδον	V-2AAI-3P	V-2AAI-3P	3708&5627	ὁράω	εἶδον	
John 19:33	ἤδη	ADV	ADV	2235	ἤδη	ἤδη	
John 19:33	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 19:33	τεθνηκότα,	V-RAP-ASM	V-RAP-ASM	2348&5761	θνῄσκω	τεθνηκότα	
John 19:33	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
John 19:33	κατέαξαν	V-AAI-3P	V-AAI-3P	2608&5656	κατάγνυμι	κατέαξαν	
John 19:33	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 19:33	τὰ	T-APN	T-APN	3588	ὁ	τά	
John 19:33	σκέλη,	N-APN	N-APN	4628	σκέλος	σκέλη	
John 19:34	ἀλλ’	CONJ	CONJ	235	ἀλλά	ἀλλ’	
John 19:34	εἷς	A-NSM	A-NSM	1520	εἷς	εἷς	
John 19:34	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
John 19:34	στρατιωτῶν	N-GPM	N-GPM	4757	στρατιώτης	στρατιωτῶν	
John 19:34	λόγχῃ	N-DSF	N-DSF	3057	λόγχη	λόγχῃ	
John 19:34	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 19:34	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 19:34	πλευρὰν	N-ASF	N-ASF	4125	πλευρά	πλευράν	
John 19:34	ἔνυξεν,	V-AAI-3S	V-AAI-3S	3572&5656	νύσσω	ἔνυξεν	
John 19:34	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:34	ἐξῆλθεν	V-2AAI-3S	V-2AAI-3S	1831&5627	ἐξέρχομαι	ἐξῆλθεν	
John 19:34	εὐθὺς	ADV	ADV	2112	εὐθέως	εὐθύς	
John 19:34	αἷμα	N-NSN	N-NSN	129	αἷμα	αἷμα	
John 19:34	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:34	ὕδωρ.	N-NSN	N-NSN	5204	ὕδωρ	ὕδωρ	
John 19:35	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:35	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 19:35	ἑωρακὼς	V-RAP-NSM-ATT	V-RAP-NSM-ATT	3708&5761	ὁράω	ἑωρακώς	
John 19:35	μεμαρτύρηκεν,	V-RAI-3S	V-RAI-3S	3140&5758	μαρτυρέω	μεμαρτύρηκεν	
John 19:35	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:35	ἀληθινὴ	A-NSF	A-NSF	228	ἀληθινός	ἀληθινή	
John 19:35	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 19:35	ἐστιν	V-PAI-3S	V-PAI-3S	1510	εἰμί	ἐστιν	
John 19:35	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
John 19:35	μαρτυρία,	N-NSF	N-NSF	3141	μαρτυρία	μαρτυρία	
John 19:35	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:35	ἐκεῖνος	D-NSM	D-NSM	1565	ἐκεῖνος	ἐκεῖνος	
John 19:35	οἶδεν	V-RAI-3S	V-RAI-3S	1492&5758	οἶδα	οἶδεν	
John 19:35	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 19:35	ἀληθῆ	A-APN	A-APN	227	ἀληθής	ἀληθῆ	
John 19:35	λέγει,	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
John 19:35	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 19:35	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:35	ὑμεῖς	P-2NP	P-2NP	4771	σύ	ὑμεῖς	
John 19:35	πιστεύητε.	V-PAS-2P	V-PAS-2P	4100&5725	πιστεύω	πιστεύητε	
John 19:36	ἐγένετο	V-2ADI-3S	V-2ADI-3S	1096&5633	γίνομαι	ἐγένετο	
John 19:36	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
John 19:36	ταῦτα	D-NPN	D-NPN	3778	οὗτος	ταῦτα	
John 19:36	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 19:36	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
John 19:36	γραφὴ	N-NSF	N-NSF	1124	γραφή	γραφή	
John 19:36	πληρωθῇ	V-APS-3S	V-APS-3S	4137&5686	πληρόω	πληρωθῇ	
John 19:36	Ὀστοῦν	N-NSN	N-NSN	3747	ὀστέον	Ὀστοῦν	
John 19:36	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
John 19:36	συντριβήσεται	V-2FPI-3S	V-2FPI-3S	4937&5691	συντρίβω	συντριβήσεται	
John 19:36	αὐτοῦ.	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 19:37	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:37	πάλιν	ADV	ADV	3825	πάλιν	πάλιν	
John 19:37	ἑτέρα	A-NSF	A-NSF	2087	ἕτερος	ἑτέρα	
John 19:37	γραφὴ	N-NSF	N-NSF	1124	γραφή	γραφή	
John 19:37	λέγει	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
John 19:37	Ὄψονται	V-FDI-3P	V-FDI-3P	3708&5695	ὁράω	Ὄψονται	
John 19:37	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 19:37	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
John 19:37	ἐξεκέντησαν.	V-AAI-3P	V-AAI-3P	1574&5656	ἐκκεντέω	ἐξεκέντησαν	
John 19:38	Μετὰ	PREP	PREP	3326	μετά	Μετά	
John 19:38	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 19:38	ταῦτα	D-APN	D-APN	3778	οὗτος	ταῦτα	
John 19:38	ἠρώτησεν	V-AAI-3S	V-AAI-3S	2065&5656	ἐρωτάω	ἠρώτησεν	
John 19:38	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 19:38	Πειλᾶτον	N-ASM	N-ASM	4091	Πιλᾶτος	Πειλᾶτον	
John 19:38	Ἰωσὴφ	N-PRI	N-PRI	2501	Ἰωσήφ	Ἰωσήφ	
John 19:38	ἀπὸ	PREP	PREP	575	ἀπό	ἀπό	
John 19:38	Ἁριμαθαίας,	N-GSF	N-GSF	707	Ἁριμαθαία	Ἁριμαθαίας	
John 19:38	ὢν	V-PAP-NSM	V-PAP-NSM	1510&5723	εἰμί	ὤν	
John 19:38	μαθητὴς	N-NSM	N-NSM	3101	μαθητής	μαθητής	
John 19:38	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 19:38	Ἰησοῦ	N-GSM	N-GSM	2424	Ἰησοῦς	Ἰησοῦ	
John 19:38	κεκρυμμένος	V-RPP-NSM	V-RPP-NSM	2928&5772	κρύπτω	κεκρυμμένος	
John 19:38	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 19:38	διὰ	PREP	PREP	1223	διά	διά	
John 19:38	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 19:38	φόβον	N-ASM	N-ASM	5401	φόβος	φόβον	
John 19:38	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
John 19:38	Ἰουδαίων,	A-GPM	A-GPM	2453	Ἰουδαῖος	Ἰουδαίων	
John 19:38	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
John 19:38	ἄρῃ	V-AAS-3S	V-AAS-3S	142&5661	αἴρω	ἄρῃ	
John 19:38	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 19:38	σῶμα	N-ASN	N-ASN	4983	σῶμα	σῶμα	
John 19:38	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 19:38	Ἰησοῦ·	N-GSM	N-GSM	2424	Ἰησοῦς	Ἰησοῦ	
John 19:38	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:38	ἐπέτρεψεν	V-AAI-3S	V-AAI-3S	2010&5656	ἐπιτρέπω	ἐπέτρεψεν	
John 19:38	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 19:38	Πειλᾶτος.	N-NSM	N-NSM	4091	Πιλᾶτος	Πειλᾶτος	
John 19:38	ἦλθεν	V-2AAI-3S	V-2AAI-3S	2064&5627	ἔρχομαι	ἦλθεν	
John 19:38	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 19:38	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:38	ἦρεν	V-AAI-3S	V-AAI-3S	142&5656	αἴρω	ἦρεν	
John 19:38	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 19:38	σῶμα	N-ASN	N-ASN	4983	σῶμα	σῶμα	
John 19:38	αὐτοῦ.	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 19:39	ἦλθεν	V-2AAI-3S	V-2AAI-3S	2064&5627	ἔρχομαι	ἦλθεν	
John 19:39	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 19:39	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:39	Νικόδημος,	N-NSM	N-NSM	3530	Νικόδημος	Νικόδημος	
John 19:39	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 19:39	ἐλθὼν	V-2AAP-NSM	V-2AAP-NSM	2064&5631	ἔρχομαι	ἐλθών	
John 19:39	πρὸς	PREP	PREP	4314	πρός	πρός	
John 19:39	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 19:39	νυκτὸς	N-GSF	N-GSF	3571	νύξ	νυκτός	
John 19:39	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 19:39	πρῶτον,	A-ASN-S	A-ASN-S	4413	πρῶτος	πρῶτον	
John 19:39	φέρων	V-PAP-NSM	V-PAP-NSM	5342&5723	φέρω	φέρων	
John 19:39	μίγμα	N-ASN	N-ASN	3395	μίγμα	μίγμα	
John 19:39	σμύρνης	N-GSF	N-GSF	4666	σμύρνα	σμύρνης	
John 19:39	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:39	ἀλόης	N-GSF	N-GSF	250	ἀλόη	ἀλόης	
John 19:39	ὡς	ADV	ADV	5613	ὡς	ὡς	
John 19:39	λίτρας	N-APF	N-APF	3046	λίτρα	λίτρας	
John 19:39	ἑκατόν.	A-NUI	A-NUI	1540	ἑκατόν	ἑκατόν	
John 19:40	ἔλαβον	V-2AAI-3P	V-2AAI-3P	2983&5627	λαμβάνω	ἔλαβον	
John 19:40	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 19:40	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 19:40	σῶμα	N-ASN	N-ASN	4983	σῶμα	σῶμα	
John 19:40	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 19:40	Ἰησοῦ	N-GSM	N-GSM	2424	Ἰησοῦς	Ἰησοῦ	
John 19:40	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:40	ἔδησαν	V-AAI-3P	V-AAI-3P	1210&5656	δέω	ἔδησαν	
John 19:40	αὐτὸ	P-ASN	P-ASN	846	αὐτός	αὐτό	
John 19:40	ὀθονίοις	N-DPN	N-DPN	3608	ὀθόνιον	ὀθονίοις	
John 19:40	μετὰ	PREP	PREP	3326	μετά	μετά	
John 19:40	τῶν	T-GPN	T-GPN	3588	ὁ	τῶν	
John 19:40	ἀρωμάτων,	N-GPN	N-GPN	759	ἄρωμα	ἀρωμάτων	
John 19:40	καθὼς	ADV	ADV	2531	καθώς	καθώς	
John 19:40	ἔθος	N-NSN	N-NSN	1485	ἔθος	ἔθος	
John 19:40	ἐστὶν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστίν	
John 19:40	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
John 19:40	Ἰουδαίοις	A-DPM	A-DPM	2453	Ἰουδαῖος	Ἰουδαίοις	
John 19:40	ἐνταφιάζειν.	V-PAN	V-PAN	1779&5721	ἐνταφιάζω	ἐνταφιάζειν	
John 19:41	ἦν	V-IAI-3S	V-IAI-3S	1510&5707	εἰμί	ἦν	
John 19:41	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 19:41	ἐν	PREP	PREP	1722	ἐν	ἐν	
John 19:41	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
John 19:41	τόπῳ	N-DSM	N-DSM	5117	τόπος	τόπῳ	
John 19:41	ὅπου	ADV	ADV	3699	ὅπου	ὅπου	
John 19:41	ἐσταυρώθη	V-API-3S	V-API-3S	4717&5681	σταυρόω	ἐσταυρώθη	
John 19:41	κῆπος,	N-NSM	N-NSM	2779	κῆπος	κῆπος	
John 19:41	καὶ	CONJ	CONJ	2532	καί	καί	
John 19:41	ἐν	PREP	PREP	1722	ἐν	ἐν	
John 19:41	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
John 19:41	κήπῳ	N-DSM	N-DSM	2779	κῆπος	κήπῳ	
John 19:41	μνημεῖον	N-NSN	N-NSN	3419	μνημεῖον	μνημεῖον	
John 19:41	καινόν,	A-NSN	A-NSN	2537	καινός	καινόν	
John 19:41	ἐν	PREP	PREP	1722	ἐν	ἐν	
John 19:41	ᾧ	R-DSN	R-DSN	3739	ὅς	ᾧ	
John 19:41	οὐδέπω	ADV-N	ADV-N	3764	οὐδέπω	οὐδέπω	
John 19:41	οὐδεὶς	A-NSM-N	A-NSM-N	3762	οὐδείς	οὐδείς	
John 19:41	ἦν	V-IAI-3S	V-IAI-3S	1510&5707	εἰμί	ἦν	
John 19:41	τεθειμένος·	V-RPP-NSM	V-RPP-NSM	5087&5772	τίθημι	τεθειμένος	
John 19:42	ἐκεῖ	ADV	ADV	1563	ἐκεῖ	ἐκεῖ	
John 19:42	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 19:42	διὰ	PREP	PREP	1223	διά	διά	
John 19:42	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
John 19:42	Παρασκευὴν	N-ASF	N-ASF	3904	παρασκευή	Παρασκευήν	
John 19:42	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
John 19:42	Ἰουδαίων,	A-GPM	A-GPM	2453	Ἰουδαῖος	Ἰουδαίων	
John 19:42	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
John 19:42	ἐγγὺς	ADV	ADV	1451	ἐγγύς	ἐγγύς	
John 19:42	ἦν	V-IAI-3S	V-IAI-3S	1510&5707	εἰμί	ἦν	
John 19:42	τὸ	T-NSN	T-NSN	3588	ὁ	τό	
John 19:42	μνημεῖον,	N-NSN	N-NSN	3419	μνημεῖον	μνημεῖον	
John 19:42	ἔθηκαν	V-AAI-3P	V-AAI-3P	5087&5656	τίθημι	ἔθηκαν	
John 19:42	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 19:42	Ἰησοῦν.	N-ASM	N-ASM	2424	Ἰησοῦς	Ἰησοῦν	
John 20:1	Τῇ	T-DSF	T-DSF	3588	ὁ	Τῇ	
John 20:1	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 20:1	μιᾷ	A-DSF	A-DSF	1520	εἷς	μιᾷ	
John 20:1	τῶν	T-GPN	T-GPN	3588	ὁ	τῶν	
John 20:1	σαββάτων	N-GPN	N-GPN	4521	σάββατον	σαββάτων	
John 20:1	Μαρία	N-NSF	N-NSF	3137	Μαρία	Μαρία	
John 20:1	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
John 20:1	Μαγδαληνὴ	N-NSF	N-NSF	3094	Μαγδαληνή	Μαγδαληνή	
John 20:1	ἔρχεται	V-PNI-3S	V-PNI-3S	2064&5736	ἔρχομαι	ἔρχεται	
John 20:1	πρωῒ	ADV	ADV	4404	πρωΐ	πρωΐ	
John 20:1	σκοτίας	N-GSF	N-GSF	4653	σκοτία	σκοτίας	
John 20:1	ἔτι	ADV	ADV	2089	ἔτι	ἔτι	
John 20:1	οὔσης	V-PAP-GSF	V-PAP-GSF	1510&5723	εἰμί	οὔσης	
John 20:1	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 20:1	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 20:1	μνημεῖον,	N-ASN	N-ASN	3419	μνημεῖον	μνημεῖον	
John 20:1	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:1	βλέπει	V-PAI-3S	V-PAI-3S	991&5719	βλέπω	βλέπει	
John 20:1	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 20:1	λίθον	N-ASM	N-ASM	3037	λίθος	λίθον	
John 20:1	ἠρμένον	V-RPP-ASM	V-RPP-ASM	142&5772	αἴρω	ἠρμένον	
John 20:1	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
John 20:1	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
John 20:1	μνημείου.	N-GSN	N-GSN	3419	μνημεῖον	μνημείου	
John 20:2	τρέχει	V-PAI-3S	V-PAI-3S	5143&5719	τρέχω	τρέχει	
John 20:2	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 20:2	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:2	ἔρχεται	V-PNI-3S	V-PNI-3S	2064&5736	ἔρχομαι	ἔρχεται	
John 20:2	πρὸς	PREP	PREP	4314	πρός	πρός	
John 20:2	Σίμωνα	N-ASM	N-ASM	4613	Σίμων	Σίμωνα	
John 20:2	Πέτρον	N-ASM	N-ASM	4074	Πέτρος	Πέτρον	
John 20:2	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:2	πρὸς	PREP	PREP	4314	πρός	πρός	
John 20:2	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 20:2	ἄλλον	A-ASM	A-ASM	243	ἄλλος	ἄλλον	
John 20:2	μαθητὴν	N-ASM	N-ASM	3101	μαθητής	μαθητήν	
John 20:2	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
John 20:2	ἐφίλει	V-IAI-3S	V-IAI-3S	5368&5707	φιλέω	ἐφίλει	
John 20:2	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 20:2	Ἰησοῦς,	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
John 20:2	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:2	λέγει	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
John 20:2	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
John 20:2	Ἦραν	V-AAI-3P	V-AAI-3P	142&5656	αἴρω	Ἦραν	
John 20:2	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
John 20:2	Κύριον	N-ASM	N-ASM	2962	κύριος	Κύριον	
John 20:2	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
John 20:2	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
John 20:2	μνημείου,	N-GSN	N-GSN	3419	μνημεῖον	μνημείου	
John 20:2	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:2	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
John 20:2	οἴδαμεν	V-RAI-1P	V-RAI-1P	1492&5758	οἶδα	οἴδαμεν	
John 20:2	ποῦ	ADV-I	ADV-I	4226	ποῦ	ποῦ	
John 20:2	ἔθηκαν	V-AAI-3P	V-AAI-3P	5087&5656	τίθημι	ἔθηκαν	
John 20:2	αὐτόν.	P-ASM	P-ASM	846	αὐτός	αὐτόν	
John 20:3	Ἐξῆλθεν	V-2AAI-3S	V-2AAI-3S	1831&5627	ἐξέρχομαι	Ἐξῆλθεν	
John 20:3	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 20:3	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 20:3	Πέτρος	N-NSM	N-NSM	4074	Πέτρος	Πέτρος	
John 20:3	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:3	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 20:3	ἄλλος	A-NSM	A-NSM	243	ἄλλος	ἄλλος	
John 20:3	μαθητής,	N-NSM	N-NSM	3101	μαθητής	μαθητής	
John 20:3	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:3	ἤρχοντο	V-INI-3P	V-INI-3P	2064&5711	ἔρχομαι	ἤρχοντο	
John 20:3	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 20:3	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 20:3	μνημεῖον.	N-ASN	N-ASN	3419	μνημεῖον	μνημεῖον	
John 20:4	ἔτρεχον	V-IAI-3P	V-IAI-3P	5143&5707	τρέχω	ἔτρεχον	
John 20:4	δὲ	CONJ	CONJ	1161	δέ	δέ	
John 20:4	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
John 20:4	δύο	A-NUI	A-NUI	1417	δύο	δύο	
John 20:4	ὁμοῦ·	ADV	ADV	3674	ὁμοῦ	ὁμοῦ	
John 20:4	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:4	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
John 20:4	ἄλλος	A-NSM	A-NSM	243	ἄλλος	ἄλλος	
John 20:4	μαθητὴς	N-NSM	N-NSM	3101	μαθητής	μαθητής	
John 20:4	προέδραμεν	V-2AAI-3S	V-2AAI-3S	4390&5627	προτρέχω	προέδραμεν	
John 20:4	τάχιον	ADV-C	ADV-C	5032	ταχύς	τάχιον	
John 20:4	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
John 20:4	Πέτρου	N-GSM	N-GSM	4074	Πέτρος	Πέτρου	
John 20:4	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:4	ἦλθεν	V-2AAI-3S	V-2AAI-3S	2064&5627	ἔρχομαι	ἦλθεν	
John 20:4	πρῶτος	A-NSM-S	A-NSM-S	4413	πρῶτος	πρῶτος	
John 20:4	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 20:4	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 20:4	μνημεῖον,	N-ASN	N-ASN	3419	μνημεῖον	μνημεῖον	
John 20:5	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:5	παρακύψας	V-AAP-NSM	V-AAP-NSM	3879&5660	παρακύπτω	παρακύψας	
John 20:5	βλέπει	V-PAI-3S	V-PAI-3S	991&5719	βλέπω	βλέπει	
John 20:5	κείμενα	V-PNP-APN	V-PNP-APN	2749&5740	κεῖμαι	κείμενα	
John 20:5	τὰ	T-APN	T-APN	3588	ὁ	τά	
John 20:5	ὀθόνια,	N-APN	N-APN	3608	ὀθόνιον	ὀθόνια	
John 20:5	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
John 20:5	μέντοι	CONJ	CONJ	3305	μέντοι	μέντοι	
John 20:5	εἰσῆλθεν.	V-2AAI-3S	V-2AAI-3S	1525&5627	εἰσέρχομαι	εἰσῆλθεν	
John 20:6	ἔρχεται	V-PNI-3S	V-PNI-3S	2064&5736	ἔρχομαι	ἔρχεται	
John 20:6	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
John 20:6	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:6	Σίμων	N-NSM	N-NSM	4613	Σίμων	Σίμων	
John 20:6	Πέτρος	N-NSM	N-NSM	4074	Πέτρος	Πέτρος	
John 20:6	ἀκολουθῶν	V-PAP-NSM	V-PAP-NSM	190&5723	ἀκολουθέω	ἀκολουθῶν	
John 20:6	αὐτῷ,	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
John 20:6	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:6	εἰσῆλθεν	V-2AAI-3S	V-2AAI-3S	1525&5627	εἰσέρχομαι	εἰσῆλθεν	
John 20:6	εἰς	PREP	PREP	1519	εἰς	εἰς	
John 20:6	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 20:6	μνημεῖον·	N-ASN	N-ASN	3419	μνημεῖον	μνημεῖον	
John 20:6	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:6	θεωρεῖ	V-PAI-3S	V-PAI-3S	2334&5719	θεωρέω	θεωρεῖ	
John 20:6	τὰ	T-APN	T-APN	3588	ὁ	τά	
John 20:6	ὀθόνια	N-APN	N-APN	3608	ὀθόνιον	ὀθόνια	
John 20:6	κείμενα,	V-PNP-APN	V-PNP-APN	2749&5740	κεῖμαι	κείμενα	
John 20:7	καὶ	CONJ	CONJ	2532	καί	καί	
John 20:7	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
John 20:7	σουδάριον,	N-ASN	N-ASN	4676	σουδάριον	σουδάριον	
John 20:7	ὃ	R-NSN	R-NSN	3739	ὅς	ὅ	
John 20:7	ἦν	V-IAI-3S	V-IAI-3S	1510&5707	εἰμί	ἦν	
John 20:7	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
John 20:7	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
John 20:7	κεφαλῆς	N-GSF	N-GSF	2776	κεφαλή	κεφαλῆς	
John 20:7	αὐτοῦ,	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
John 20:7	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
John 20:7	μετὰ	PREP	PREP	3326	μετά	μετά	
John 20:7	τῶν	T-GPN	T-GPN	3588	ὁ	τῶν	
John 20:7	ὀθονίων	N-GPN	N-GPN	3608	ὀθόνιον	ὀθονίων	
